measure,quantile,time,sex,age,value,ethnic
lx,97.50%,2022-2024,Male,0,100000,NZ total
lx,97.50%,2022-2024,Male,1,99505,NZ total
lx,97.50%,2022-2024,Male,2,99479,NZ total
lx,97.50%,2022-2024,Male,3,99459,NZ total
lx,97.50%,2022-2024,Male,4,99444,NZ total
lx,97.50%,2022-2024,Male,5,99432,NZ total
lx,97.50%,2022-2024,Male,6,99421,NZ total
lx,97.50%,2022-2024,Male,7,99412,NZ total
lx,97.50%,2022-2024,Male,8,99403,NZ total
lx,97.50%,2022-2024,Male,9,99395,NZ total
lx,97.50%,2022-2024,Male,10,99387,NZ total
lx,97.50%,2022-2024,Male,11,99379,NZ total
lx,97.50%,2022-2024,Male,12,99368,NZ total
lx,97.50%,2022-2024,Male,13,99356,NZ total
lx,97.50%,2022-2024,Male,14,99342,NZ total
lx,97.50%,2022-2024,Male,15,99323,NZ total
lx,97.50%,2022-2024,Male,16,99300,NZ total
lx,97.50%,2022-2024,Male,17,99269,NZ total
lx,97.50%,2022-2024,Male,18,99227,NZ total
lx,97.50%,2022-2024,Male,19,99176,NZ total
lx,97.50%,2022-2024,Male,20,99117,NZ total
lx,97.50%,2022-2024,Male,21,99055,NZ total
lx,97.50%,2022-2024,Male,22,98989,NZ total
lx,97.50%,2022-2024,Male,23,98921,NZ total
lx,97.50%,2022-2024,Male,24,98850,NZ total
lx,97.50%,2022-2024,Male,25,98778,NZ total
lx,97.50%,2022-2024,Male,26,98704,NZ total
lx,97.50%,2022-2024,Male,27,98630,NZ total
lx,97.50%,2022-2024,Male,28,98558,NZ total
lx,97.50%,2022-2024,Male,29,98486,NZ total
lx,97.50%,2022-2024,Male,30,98413,NZ total
lx,97.50%,2022-2024,Male,31,98340,NZ total
lx,97.50%,2022-2024,Male,32,98265,NZ total
lx,97.50%,2022-2024,Male,33,98187,NZ total
lx,97.50%,2022-2024,Male,34,98106,NZ total
lx,97.50%,2022-2024,Male,35,98024,NZ total
lx,97.50%,2022-2024,Male,36,97939,NZ total
lx,97.50%,2022-2024,Male,37,97849,NZ total
lx,97.50%,2022-2024,Male,38,97755,NZ total
lx,97.50%,2022-2024,Male,39,97655,NZ total
lx,97.50%,2022-2024,Male,40,97548,NZ total
lx,97.50%,2022-2024,Male,41,97434,NZ total
lx,97.50%,2022-2024,Male,42,97305,NZ total
lx,97.50%,2022-2024,Male,43,97164,NZ total
lx,97.50%,2022-2024,Male,44,97009,NZ total
lx,97.50%,2022-2024,Male,45,96840,NZ total
lx,97.50%,2022-2024,Male,46,96659,NZ total
lx,97.50%,2022-2024,Male,47,96463,NZ total
lx,97.50%,2022-2024,Male,48,96255,NZ total
lx,97.50%,2022-2024,Male,49,96026,NZ total
lx,97.50%,2022-2024,Male,50,95770,NZ total
lx,97.50%,2022-2024,Male,51,95494,NZ total
lx,97.50%,2022-2024,Male,52,95198,NZ total
lx,97.50%,2022-2024,Male,53,94873,NZ total
lx,97.50%,2022-2024,Male,54,94522,NZ total
lx,97.50%,2022-2024,Male,55,94139,NZ total
lx,97.50%,2022-2024,Male,56,93718,NZ total
lx,97.50%,2022-2024,Male,57,93259,NZ total
lx,97.50%,2022-2024,Male,58,92763,NZ total
lx,97.50%,2022-2024,Male,59,92219,NZ total
lx,97.50%,2022-2024,Male,60,91631,NZ total
lx,97.50%,2022-2024,Male,61,90998,NZ total
lx,97.50%,2022-2024,Male,62,90319,NZ total
lx,97.50%,2022-2024,Male,63,89591,NZ total
lx,97.50%,2022-2024,Male,64,88804,NZ total
lx,97.50%,2022-2024,Male,65,87957,NZ total
lx,97.50%,2022-2024,Male,66,87050,NZ total
lx,97.50%,2022-2024,Male,67,86069,NZ total
lx,97.50%,2022-2024,Male,68,85015,NZ total
lx,97.50%,2022-2024,Male,69,83882,NZ total
lx,97.50%,2022-2024,Male,70,82661,NZ total
lx,97.50%,2022-2024,Male,71,81335,NZ total
lx,97.50%,2022-2024,Male,72,79895,NZ total
lx,97.50%,2022-2024,Male,73,78341,NZ total
lx,97.50%,2022-2024,Male,74,76642,NZ total
lx,97.50%,2022-2024,Male,75,74803,NZ total
lx,97.50%,2022-2024,Male,76,72802,NZ total
lx,97.50%,2022-2024,Male,77,70632,NZ total
lx,97.50%,2022-2024,Male,78,68271,NZ total
lx,97.50%,2022-2024,Male,79,65718,NZ total
lx,97.50%,2022-2024,Male,80,62948,NZ total
lx,97.50%,2022-2024,Male,81,59963,NZ total
lx,97.50%,2022-2024,Male,82,56731,NZ total
lx,97.50%,2022-2024,Male,83,53263,NZ total
lx,97.50%,2022-2024,Male,84,49565,NZ total
lx,97.50%,2022-2024,Male,85,45658,NZ total
lx,97.50%,2022-2024,Male,86,41556,NZ total
lx,97.50%,2022-2024,Male,87,37333,NZ total
lx,97.50%,2022-2024,Male,88,33017,NZ total
lx,97.50%,2022-2024,Male,89,28709,NZ total
lx,97.50%,2022-2024,Male,90,24487,NZ total
lx,97.50%,2022-2024,Male,91,20445,NZ total
lx,97.50%,2022-2024,Male,92,16680,NZ total
lx,97.50%,2022-2024,Male,93,13261,NZ total
lx,97.50%,2022-2024,Male,94,10254,NZ total
lx,97.50%,2022-2024,Male,95,7707,NZ total
lx,97.50%,2022-2024,Male,96,5605,NZ total
lx,97.50%,2022-2024,Male,97,3946,NZ total
lx,97.50%,2022-2024,Male,98,2687,NZ total
lx,97.50%,2022-2024,Male,99,1764,NZ total
lx,97.50%,2022-2024,Male,100,1122,NZ total
lx,97.50%,2022-2024,Male,101,689,NZ total
lx,97.50%,2022-2024,Male,102,409,NZ total
lx,97.50%,2022-2024,Male,103,236,NZ total
lx,97.50%,2022-2024,Male,104,133,NZ total
lx,97.50%,2022-2024,Male,105+,73,NZ total
Lx,2.50%,2022-2024,Female,0,99566,NZ total
Lx,2.50%,2022-2024,Female,1,99524,NZ total
Lx,2.50%,2022-2024,Female,2,99504,NZ total
Lx,2.50%,2022-2024,Female,3,99489,NZ total
Lx,2.50%,2022-2024,Female,4,99477,NZ total
Lx,2.50%,2022-2024,Female,5,99468,NZ total
Lx,2.50%,2022-2024,Female,6,99460,NZ total
Lx,2.50%,2022-2024,Female,7,99453,NZ total
Lx,2.50%,2022-2024,Female,8,99446,NZ total
Lx,2.50%,2022-2024,Female,9,99440,NZ total
Lx,2.50%,2022-2024,Female,10,99433,NZ total
Lx,2.50%,2022-2024,Female,11,99426,NZ total
Lx,2.50%,2022-2024,Female,12,99418,NZ total
Lx,2.50%,2022-2024,Female,13,99408,NZ total
Lx,2.50%,2022-2024,Female,14,99395,NZ total
Lx,2.50%,2022-2024,Female,15,99380,NZ total
Lx,2.50%,2022-2024,Female,16,99362,NZ total
Lx,2.50%,2022-2024,Female,17,99338,NZ total
Lx,2.50%,2022-2024,Female,18,99309,NZ total
Lx,2.50%,2022-2024,Female,19,99275,NZ total
Lx,2.50%,2022-2024,Female,20,99240,NZ total
Lx,2.50%,2022-2024,Female,21,99203,NZ total
Lx,2.50%,2022-2024,Female,22,99164,NZ total
Lx,2.50%,2022-2024,Female,23,99124,NZ total
Lx,2.50%,2022-2024,Female,24,99083,NZ total
Lx,2.50%,2022-2024,Female,25,99040,NZ total
Lx,2.50%,2022-2024,Female,26,98996,NZ total
Lx,2.50%,2022-2024,Female,27,98954,NZ total
Lx,2.50%,2022-2024,Female,28,98912,NZ total
Lx,2.50%,2022-2024,Female,29,98870,NZ total
Lx,2.50%,2022-2024,Female,30,98829,NZ total
Lx,2.50%,2022-2024,Female,31,98787,NZ total
Lx,2.50%,2022-2024,Female,32,98743,NZ total
Lx,2.50%,2022-2024,Female,33,98697,NZ total
Lx,2.50%,2022-2024,Female,34,98648,NZ total
Lx,2.50%,2022-2024,Female,35,98597,NZ total
Lx,2.50%,2022-2024,Female,36,98543,NZ total
Lx,2.50%,2022-2024,Female,37,98485,NZ total
Lx,2.50%,2022-2024,Female,38,98423,NZ total
Lx,2.50%,2022-2024,Female,39,98356,NZ total
Lx,2.50%,2022-2024,Female,40,98284,NZ total
Lx,2.50%,2022-2024,Female,41,98203,NZ total
Lx,2.50%,2022-2024,Female,42,98114,NZ total
Lx,2.50%,2022-2024,Female,43,98012,NZ total
Lx,2.50%,2022-2024,Female,44,97896,NZ total
Lx,2.50%,2022-2024,Female,45,97771,NZ total
Lx,2.50%,2022-2024,Female,46,97637,NZ total
Lx,2.50%,2022-2024,Female,47,97492,NZ total
Lx,2.50%,2022-2024,Female,48,97332,NZ total
Lx,2.50%,2022-2024,Female,49,97159,NZ total
Lx,2.50%,2022-2024,Female,50,96969,NZ total
Lx,2.50%,2022-2024,Female,51,96764,NZ total
Lx,2.50%,2022-2024,Female,52,96540,NZ total
Lx,2.50%,2022-2024,Female,53,96294,NZ total
Lx,2.50%,2022-2024,Female,54,96028,NZ total
Lx,2.50%,2022-2024,Female,55,95743,NZ total
Lx,2.50%,2022-2024,Female,56,95431,NZ total
Lx,2.50%,2022-2024,Female,57,95092,NZ total
Lx,2.50%,2022-2024,Female,58,94724,NZ total
Lx,2.50%,2022-2024,Female,59,94327,NZ total
Lx,2.50%,2022-2024,Female,60,93896,NZ total
Lx,2.50%,2022-2024,Female,61,93426,NZ total
Lx,2.50%,2022-2024,Female,62,92916,NZ total
Lx,2.50%,2022-2024,Female,63,92364,NZ total
Lx,2.50%,2022-2024,Female,64,91770,NZ total
Lx,2.50%,2022-2024,Female,65,91128,NZ total
Lx,2.50%,2022-2024,Female,66,90436,NZ total
Lx,2.50%,2022-2024,Female,67,89687,NZ total
Lx,2.50%,2022-2024,Female,68,88879,NZ total
Lx,2.50%,2022-2024,Female,69,88009,NZ total
Lx,2.50%,2022-2024,Female,70,87069,NZ total
Lx,2.50%,2022-2024,Female,71,86051,NZ total
Lx,2.50%,2022-2024,Female,72,84936,NZ total
Lx,2.50%,2022-2024,Female,73,83715,NZ total
Lx,2.50%,2022-2024,Female,74,82375,NZ total
Lx,2.50%,2022-2024,Female,75,80889,NZ total
Lx,2.50%,2022-2024,Female,76,79240,NZ total
Lx,2.50%,2022-2024,Female,77,77416,NZ total
Lx,2.50%,2022-2024,Female,78,75397,NZ total
Lx,2.50%,2022-2024,Female,79,73161,NZ total
Lx,2.50%,2022-2024,Female,80,70695,NZ total
Lx,2.50%,2022-2024,Female,81,67987,NZ total
Lx,2.50%,2022-2024,Female,82,65017,NZ total
Lx,2.50%,2022-2024,Female,83,61778,NZ total
Lx,2.50%,2022-2024,Female,84,58258,NZ total
Lx,2.50%,2022-2024,Female,85,54465,NZ total
Lx,2.50%,2022-2024,Female,86,50408,NZ total
Lx,2.50%,2022-2024,Female,87,46091,NZ total
Lx,2.50%,2022-2024,Female,88,41580,NZ total
Lx,2.50%,2022-2024,Female,89,36910,NZ total
Lx,2.50%,2022-2024,Female,90,32169,NZ total
Lx,2.50%,2022-2024,Female,91,27463,NZ total
Lx,2.50%,2022-2024,Female,92,22913,NZ total
Lx,2.50%,2022-2024,Female,93,18630,NZ total
Lx,2.50%,2022-2024,Female,94,14719,NZ total
Lx,2.50%,2022-2024,Female,95,11279,NZ total
Lx,2.50%,2022-2024,Female,96,8367,NZ total
Lx,2.50%,2022-2024,Female,97,5991,NZ total
Lx,2.50%,2022-2024,Female,98,4142,NZ total
Lx,2.50%,2022-2024,Female,99,2751,NZ total
Lx,2.50%,2022-2024,Female,100,1754,NZ total
Lx,2.50%,2022-2024,Female,101,1071,NZ total
Lx,2.50%,2022-2024,Female,102,624,NZ total
Lx,2.50%,2022-2024,Female,103,345,NZ total
Lx,2.50%,2022-2024,Female,104,179,NZ total
Lx,2.50%,2022-2024,Female,105+,158,NZ total
Lx,2.50%,2022-2024,Male,0,99451,NZ total
Lx,2.50%,2022-2024,Male,1,99402,NZ total
Lx,2.50%,2022-2024,Male,2,99377,NZ total
Lx,2.50%,2022-2024,Male,3,99359,NZ total
Lx,2.50%,2022-2024,Male,4,99344,NZ total
Lx,2.50%,2022-2024,Male,5,99332,NZ total
Lx,2.50%,2022-2024,Male,6,99321,NZ total
Lx,2.50%,2022-2024,Male,7,99313,NZ total
Lx,2.50%,2022-2024,Male,8,99304,NZ total
Lx,2.50%,2022-2024,Male,9,99295,NZ total
Lx,2.50%,2022-2024,Male,10,99286,NZ total
Lx,2.50%,2022-2024,Male,11,99276,NZ total
Lx,2.50%,2022-2024,Male,12,99263,NZ total
Lx,2.50%,2022-2024,Male,13,99249,NZ total
Lx,2.50%,2022-2024,Male,14,99231,NZ total
Lx,2.50%,2022-2024,Male,15,99209,NZ total
Lx,2.50%,2022-2024,Male,16,99180,NZ total
Lx,2.50%,2022-2024,Male,17,99141,NZ total
Lx,2.50%,2022-2024,Male,18,99092,NZ total
Lx,2.50%,2022-2024,Male,19,99034,NZ total
Lx,2.50%,2022-2024,Male,20,98971,NZ total
Lx,2.50%,2022-2024,Male,21,98903,NZ total
Lx,2.50%,2022-2024,Male,22,98832,NZ total
Lx,2.50%,2022-2024,Male,23,98759,NZ total
Lx,2.50%,2022-2024,Male,24,98683,NZ total
Lx,2.50%,2022-2024,Male,25,98605,NZ total
Lx,2.50%,2022-2024,Male,26,98529,NZ total
Lx,2.50%,2022-2024,Male,27,98452,NZ total
Lx,2.50%,2022-2024,Male,28,98377,NZ total
Lx,2.50%,2022-2024,Male,29,98300,NZ total
Lx,2.50%,2022-2024,Male,30,98223,NZ total
Lx,2.50%,2022-2024,Male,31,98144,NZ total
Lx,2.50%,2022-2024,Male,32,98062,NZ total
Lx,2.50%,2022-2024,Male,33,97980,NZ total
Lx,2.50%,2022-2024,Male,34,97895,NZ total
Lx,2.50%,2022-2024,Male,35,97807,NZ total
Lx,2.50%,2022-2024,Male,36,97717,NZ total
Lx,2.50%,2022-2024,Male,37,97618,NZ total
Lx,2.50%,2022-2024,Male,38,97518,NZ total
Lx,2.50%,2022-2024,Male,39,97413,NZ total
Lx,2.50%,2022-2024,Male,40,97299,NZ total
Lx,2.50%,2022-2024,Male,41,97176,NZ total
Lx,2.50%,2022-2024,Male,42,97037,NZ total
Lx,2.50%,2022-2024,Male,43,96886,NZ total
Lx,2.50%,2022-2024,Male,44,96720,NZ total
Lx,2.50%,2022-2024,Male,45,96539,NZ total
Lx,2.50%,2022-2024,Male,46,96346,NZ total
Lx,2.50%,2022-2024,Male,47,96135,NZ total
Lx,2.50%,2022-2024,Male,48,95909,NZ total
Lx,2.50%,2022-2024,Male,49,95661,NZ total
Lx,2.50%,2022-2024,Male,50,95388,NZ total
Lx,2.50%,2022-2024,Male,51,95092,NZ total
Lx,2.50%,2022-2024,Male,52,94773,NZ total
Lx,2.50%,2022-2024,Male,53,94427,NZ total
Lx,2.50%,2022-2024,Male,54,94050,NZ total
Lx,2.50%,2022-2024,Male,55,93639,NZ total
Lx,2.50%,2022-2024,Male,56,93191,NZ total
Lx,2.50%,2022-2024,Male,57,92700,NZ total
Lx,2.50%,2022-2024,Male,58,92170,NZ total
Lx,2.50%,2022-2024,Male,59,91595,NZ total
Lx,2.50%,2022-2024,Male,60,90975,NZ total
Lx,2.50%,2022-2024,Male,61,90309,NZ total
Lx,2.50%,2022-2024,Male,62,89590,NZ total
Lx,2.50%,2022-2024,Male,63,88816,NZ total
Lx,2.50%,2022-2024,Male,64,87990,NZ total
Lx,2.50%,2022-2024,Male,65,87098,NZ total
Lx,2.50%,2022-2024,Male,66,86137,NZ total
Lx,2.50%,2022-2024,Male,67,85109,NZ total
Lx,2.50%,2022-2024,Male,68,83997,NZ total
Lx,2.50%,2022-2024,Male,69,82803,NZ total
Lx,2.50%,2022-2024,Male,70,81520,NZ total
Lx,2.50%,2022-2024,Male,71,80122,NZ total
Lx,2.50%,2022-2024,Male,72,78610,NZ total
Lx,2.50%,2022-2024,Male,73,76966,NZ total
Lx,2.50%,2022-2024,Male,74,75180,NZ total
Lx,2.50%,2022-2024,Male,75,73241,NZ total
Lx,2.50%,2022-2024,Male,76,71138,NZ total
Lx,2.50%,2022-2024,Male,77,68857,NZ total
Lx,2.50%,2022-2024,Male,78,66390,NZ total
Lx,2.50%,2022-2024,Male,79,63703,NZ total
Lx,2.50%,2022-2024,Male,80,60799,NZ total
Lx,2.50%,2022-2024,Male,81,57660,NZ total
Lx,2.50%,2022-2024,Male,82,54293,NZ total
Lx,2.50%,2022-2024,Male,83,50694,NZ total
Lx,2.50%,2022-2024,Male,84,46877,NZ total
Lx,2.50%,2022-2024,Male,85,42860,NZ total
Lx,2.50%,2022-2024,Male,86,38686,NZ total
Lx,2.50%,2022-2024,Male,87,34413,NZ total
Lx,2.50%,2022-2024,Male,88,30101,NZ total
Lx,2.50%,2022-2024,Male,89,25852,NZ total
Lx,2.50%,2022-2024,Male,90,21751,NZ total
Lx,2.50%,2022-2024,Male,91,17896,NZ total
Lx,2.50%,2022-2024,Male,92,14349,NZ total
Lx,2.50%,2022-2024,Male,93,11198,NZ total
Lx,2.50%,2022-2024,Male,94,8479,NZ total
Lx,2.50%,2022-2024,Male,95,6214,NZ total
Lx,2.50%,2022-2024,Male,96,4397,NZ total
Lx,2.50%,2022-2024,Male,97,2993,NZ total
Lx,2.50%,2022-2024,Male,98,1955,NZ total
Lx,2.50%,2022-2024,Male,99,1225,NZ total
Lx,2.50%,2022-2024,Male,100,731,NZ total
Lx,2.50%,2022-2024,Male,101,414,NZ total
Lx,2.50%,2022-2024,Male,102,221,NZ total
Lx,2.50%,2022-2024,Male,103,111,NZ total
Lx,2.50%,2022-2024,Male,104,51,NZ total
Lx,2.50%,2022-2024,Male,105+,35,NZ total
Lx,50%,2022-2024,Female,0,99607,NZ total
Lx,50%,2022-2024,Female,1,99570,NZ total
Lx,50%,2022-2024,Female,2,99552,NZ total
Lx,50%,2022-2024,Female,3,99539,NZ total
Lx,50%,2022-2024,Female,4,99528,NZ total
Lx,50%,2022-2024,Female,5,99520,NZ total
Lx,50%,2022-2024,Female,6,99512,NZ total
Lx,50%,2022-2024,Female,7,99506,NZ total
Lx,50%,2022-2024,Female,8,99499,NZ total
Lx,50%,2022-2024,Female,9,99493,NZ total
Lx,50%,2022-2024,Female,10,99487,NZ total
Lx,50%,2022-2024,Female,11,99480,NZ total
Lx,50%,2022-2024,Female,12,99471,NZ total
Lx,50%,2022-2024,Female,13,99462,NZ total
Lx,50%,2022-2024,Female,14,99450,NZ total
Lx,50%,2022-2024,Female,15,99436,NZ total
Lx,50%,2022-2024,Female,16,99417,NZ total
Lx,50%,2022-2024,Female,17,99394,NZ total
Lx,50%,2022-2024,Female,18,99365,NZ total
Lx,50%,2022-2024,Female,19,99333,NZ total
Lx,50%,2022-2024,Female,20,99297,NZ total
Lx,50%,2022-2024,Female,21,99259,NZ total
Lx,50%,2022-2024,Female,22,99220,NZ total
Lx,50%,2022-2024,Female,23,99180,NZ total
Lx,50%,2022-2024,Female,24,99139,NZ total
Lx,50%,2022-2024,Female,25,99097,NZ total
Lx,50%,2022-2024,Female,26,99056,NZ total
Lx,50%,2022-2024,Female,27,99014,NZ total
Lx,50%,2022-2024,Female,28,98973,NZ total
Lx,50%,2022-2024,Female,29,98932,NZ total
Lx,50%,2022-2024,Female,30,98892,NZ total
Lx,50%,2022-2024,Female,31,98850,NZ total
Lx,50%,2022-2024,Female,32,98808,NZ total
Lx,50%,2022-2024,Female,33,98763,NZ total
Lx,50%,2022-2024,Female,34,98716,NZ total
Lx,50%,2022-2024,Female,35,98666,NZ total
Lx,50%,2022-2024,Female,36,98614,NZ total
Lx,50%,2022-2024,Female,37,98558,NZ total
Lx,50%,2022-2024,Female,38,98498,NZ total
Lx,50%,2022-2024,Female,39,98434,NZ total
Lx,50%,2022-2024,Female,40,98364,NZ total
Lx,50%,2022-2024,Female,41,98285,NZ total
Lx,50%,2022-2024,Female,42,98197,NZ total
Lx,50%,2022-2024,Female,43,98096,NZ total
Lx,50%,2022-2024,Female,44,97985,NZ total
Lx,50%,2022-2024,Female,45,97863,NZ total
Lx,50%,2022-2024,Female,46,97732,NZ total
Lx,50%,2022-2024,Female,47,97589,NZ total
Lx,50%,2022-2024,Female,48,97433,NZ total
Lx,50%,2022-2024,Female,49,97262,NZ total
Lx,50%,2022-2024,Female,50,97076,NZ total
Lx,50%,2022-2024,Female,51,96874,NZ total
Lx,50%,2022-2024,Female,52,96652,NZ total
Lx,50%,2022-2024,Female,53,96410,NZ total
Lx,50%,2022-2024,Female,54,96148,NZ total
Lx,50%,2022-2024,Female,55,95864,NZ total
Lx,50%,2022-2024,Female,56,95556,NZ total
Lx,50%,2022-2024,Female,57,95220,NZ total
Lx,50%,2022-2024,Female,58,94856,NZ total
Lx,50%,2022-2024,Female,59,94464,NZ total
Lx,50%,2022-2024,Female,60,94036,NZ total
Lx,50%,2022-2024,Female,61,93573,NZ total
Lx,50%,2022-2024,Female,62,93071,NZ total
Lx,50%,2022-2024,Female,63,92527,NZ total
Lx,50%,2022-2024,Female,64,91937,NZ total
Lx,50%,2022-2024,Female,65,91299,NZ total
Lx,50%,2022-2024,Female,66,90610,NZ total
Lx,50%,2022-2024,Female,67,89866,NZ total
Lx,50%,2022-2024,Female,68,89065,NZ total
Lx,50%,2022-2024,Female,69,88203,NZ total
Lx,50%,2022-2024,Female,70,87271,NZ total
Lx,50%,2022-2024,Female,71,86257,NZ total
Lx,50%,2022-2024,Female,72,85151,NZ total
Lx,50%,2022-2024,Female,73,83939,NZ total
Lx,50%,2022-2024,Female,74,82604,NZ total
Lx,50%,2022-2024,Female,75,81130,NZ total
Lx,50%,2022-2024,Female,76,79496,NZ total
Lx,50%,2022-2024,Female,77,77683,NZ total
Lx,50%,2022-2024,Female,78,75674,NZ total
Lx,50%,2022-2024,Female,79,73452,NZ total
Lx,50%,2022-2024,Female,80,71002,NZ total
Lx,50%,2022-2024,Female,81,68307,NZ total
Lx,50%,2022-2024,Female,82,65354,NZ total
Lx,50%,2022-2024,Female,83,62130,NZ total
Lx,50%,2022-2024,Female,84,58631,NZ total
Lx,50%,2022-2024,Female,85,54848,NZ total
Lx,50%,2022-2024,Female,86,50791,NZ total
Lx,50%,2022-2024,Female,87,46486,NZ total
Lx,50%,2022-2024,Female,88,41972,NZ total
Lx,50%,2022-2024,Female,89,37300,NZ total
Lx,50%,2022-2024,Female,90,32561,NZ total
Lx,50%,2022-2024,Female,91,27847,NZ total
Lx,50%,2022-2024,Female,92,23272,NZ total
Lx,50%,2022-2024,Female,93,18965,NZ total
Lx,50%,2022-2024,Female,94,15035,NZ total
Lx,50%,2022-2024,Female,95,11565,NZ total
Lx,50%,2022-2024,Female,96,8618,NZ total
Lx,50%,2022-2024,Female,97,6210,NZ total
Lx,50%,2022-2024,Female,98,4320,NZ total
Lx,50%,2022-2024,Female,99,2897,NZ total
Lx,50%,2022-2024,Female,100,1872,NZ total
Lx,50%,2022-2024,Female,101,1164,NZ total
Lx,50%,2022-2024,Female,102,694,NZ total
Lx,50%,2022-2024,Female,103,398,NZ total
Lx,50%,2022-2024,Female,104,217,NZ total
Lx,50%,2022-2024,Female,105+,227,NZ total
Lx,50%,2022-2024,Male,0,99492,NZ total
Lx,50%,2022-2024,Male,1,99447,NZ total
Lx,50%,2022-2024,Male,2,99424,NZ total
Lx,50%,2022-2024,Male,3,99407,NZ total
Lx,50%,2022-2024,Male,4,99392,NZ total
Lx,50%,2022-2024,Male,5,99381,NZ total
Lx,50%,2022-2024,Male,6,99371,NZ total
Lx,50%,2022-2024,Male,7,99362,NZ total
Lx,50%,2022-2024,Male,8,99353,NZ total
Lx,50%,2022-2024,Male,9,99344,NZ total
Lx,50%,2022-2024,Male,10,99335,NZ total
Lx,50%,2022-2024,Male,11,99325,NZ total
Lx,50%,2022-2024,Male,12,99313,NZ total
Lx,50%,2022-2024,Male,13,99300,NZ total
Lx,50%,2022-2024,Male,14,99283,NZ total
Lx,50%,2022-2024,Male,15,99261,NZ total
Lx,50%,2022-2024,Male,16,99232,NZ total
Lx,50%,2022-2024,Male,17,99194,NZ total
Lx,50%,2022-2024,Male,18,99147,NZ total
Lx,50%,2022-2024,Male,19,99091,NZ total
Lx,50%,2022-2024,Male,20,99029,NZ total
Lx,50%,2022-2024,Male,21,98963,NZ total
Lx,50%,2022-2024,Male,22,98895,NZ total
Lx,50%,2022-2024,Male,23,98824,NZ total
Lx,50%,2022-2024,Male,24,98751,NZ total
Lx,50%,2022-2024,Male,25,98676,NZ total
Lx,50%,2022-2024,Male,26,98601,NZ total
Lx,50%,2022-2024,Male,27,98526,NZ total
Lx,50%,2022-2024,Male,28,98452,NZ total
Lx,50%,2022-2024,Male,29,98378,NZ total
Lx,50%,2022-2024,Male,30,98303,NZ total
Lx,50%,2022-2024,Male,31,98226,NZ total
Lx,50%,2022-2024,Male,32,98148,NZ total
Lx,50%,2022-2024,Male,33,98067,NZ total
Lx,50%,2022-2024,Male,34,97984,NZ total
Lx,50%,2022-2024,Male,35,97898,NZ total
Lx,50%,2022-2024,Male,36,97808,NZ total
Lx,50%,2022-2024,Male,37,97714,NZ total
Lx,50%,2022-2024,Male,38,97616,NZ total
Lx,50%,2022-2024,Male,39,97511,NZ total
Lx,50%,2022-2024,Male,40,97398,NZ total
Lx,50%,2022-2024,Male,41,97275,NZ total
Lx,50%,2022-2024,Male,42,97140,NZ total
Lx,50%,2022-2024,Male,43,96990,NZ total
Lx,50%,2022-2024,Male,44,96824,NZ total
Lx,50%,2022-2024,Male,45,96645,NZ total
Lx,50%,2022-2024,Male,46,96454,NZ total
Lx,50%,2022-2024,Male,47,96249,NZ total
Lx,50%,2022-2024,Male,48,96026,NZ total
Lx,50%,2022-2024,Male,49,95782,NZ total
Lx,50%,2022-2024,Male,50,95514,NZ total
Lx,50%,2022-2024,Male,51,95225,NZ total
Lx,50%,2022-2024,Male,52,94910,NZ total
Lx,50%,2022-2024,Male,53,94570,NZ total
Lx,50%,2022-2024,Male,54,94199,NZ total
Lx,50%,2022-2024,Male,55,93792,NZ total
Lx,50%,2022-2024,Male,56,93348,NZ total
Lx,50%,2022-2024,Male,57,92863,NZ total
Lx,50%,2022-2024,Male,58,92337,NZ total
Lx,50%,2022-2024,Male,59,91768,NZ total
Lx,50%,2022-2024,Male,60,91154,NZ total
Lx,50%,2022-2024,Male,61,90493,NZ total
Lx,50%,2022-2024,Male,62,89778,NZ total
Lx,50%,2022-2024,Male,63,89012,NZ total
Lx,50%,2022-2024,Male,64,88189,NZ total
Lx,50%,2022-2024,Male,65,87304,NZ total
Lx,50%,2022-2024,Male,66,86354,NZ total
Lx,50%,2022-2024,Male,67,85333,NZ total
Lx,50%,2022-2024,Male,68,84234,NZ total
Lx,50%,2022-2024,Male,69,83046,NZ total
Lx,50%,2022-2024,Male,70,81764,NZ total
Lx,50%,2022-2024,Male,71,80376,NZ total
Lx,50%,2022-2024,Male,72,78870,NZ total
Lx,50%,2022-2024,Male,73,77234,NZ total
Lx,50%,2022-2024,Male,74,75459,NZ total
Lx,50%,2022-2024,Male,75,73531,NZ total
Lx,50%,2022-2024,Male,76,71438,NZ total
Lx,50%,2022-2024,Male,77,69160,NZ total
Lx,50%,2022-2024,Male,78,66693,NZ total
Lx,50%,2022-2024,Male,79,64020,NZ total
Lx,50%,2022-2024,Male,80,61127,NZ total
Lx,50%,2022-2024,Male,81,58003,NZ total
Lx,50%,2022-2024,Male,82,54645,NZ total
Lx,50%,2022-2024,Male,83,51054,NZ total
Lx,50%,2022-2024,Male,84,47240,NZ total
